,0,1,2,3
0,-1.0896656817769668,-0.3561774714454878,1.2038873797656542,-1.5952352372039933
1,-1.0328747786168313,0.5424247958256413,0.3990604244656687,0.22054325473757816
2,-2.5820897253411372,0.059984064341135616,1.8718205839851887,-0.010852962508457863
3,1.6079392149022587,0.8941537158728208,-0.44163840399508925,0.4030778601580418
4,-0.37335549229765713,-0.2201153800881184,0.920789772593637,-1.2473645453050906
5,-0.6424731978762569,-0.7153445241235266,0.13246680967727234,1.0828956744560838
6,-0.9705264424265954,1.3947997613067304,-1.750557521178109,-1.3411776101225628
7,-1.057328016767401,-1.9900933010556359,1.0650646513671347,1.0892727441500525
8,-0.22623518583018648,-0.057472567913185474,-0.5331525498050003,-1.0578994727498965
9,-2.246808212070892,-0.1469594993009498,1.1516557750785212,-0.2604398638102554
