,0,1,2,3
0,-0.3341368010564695,-0.3307023771437436,-0.006834820037830775,-0.6072956240124793
1,0.987132179673567,0.07507641221107968,-0.8976331800807855,-0.3796934665395612
2,-0.28576096102326276,-0.08891717080323427,1.527507401695115,-2.86272636446512
3,2.050123693049454,-1.2076440866190885,1.3362898878470857,0.6528585543109628
4,1.5295743160381208,-0.008103804471099343,1.082069641120086,-0.5593507000804006
5,0.9650406105503904,-0.3815749936602565,0.4155078523951316,-0.08839033421949744
6,-0.9175303083516545,0.10258096193529238,-0.9211590478852548,-0.26551969291294397
7,0.31341222196594676,-0.6628503498439291,-0.06436951496004333,-0.3297813206215333
8,0.028566485100850105,-1.0696853614880057,1.4754079098088966,0.5250003020633909
9,0.17129134730351758,1.6042685546101894,-0.7448843353413405,0.7493680859340575
